title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Chè Thái Recipe (Vietnamese Fruit Cocktail),Chè Thái is a delicious sweet soup that is as easy to make as it is to eat.,https://www.hungryhuy.com/che-thai-recipe/,20m,10m,150m,10 servings,"[Homemade pandan jelly (optional substitute for canned ai-yu jelly)] 2 c water ,1 tbsp natural pandan extract ,1 tbsp granulated sugar ,2 tsp agar agar powder | [""Red Rubies""] 1 can 8 oz whole water chestnuts ,natural red food coloring ,1/4 c tapioca starch ,2 c water ,2 c ice for water bath | [Chè Thái] 1 can 20 oz jackfruit ,1 can 20 oz lychee ,1 can 20 oz longan ,1 can 19 oz ai-yu jelly ,1 can 20 oz toddy palm seeds ,1 fresh coconut you'll need the juice & flesh ,1 can 13.5 oz coconut milk","[Homemade pandan jelly (optional substitute for canned ai-yu jelly)] 1) In a sauté pan, combine 2 c water , 1 tbsp natural pandan extract , 1 tbsp granulated sugar , and 2 tsp agar agar powder . | 2) Stir until the agar-agar and sugar dissolves. | 3) Simmer for 5 minutes, then remove from the heat. | 4) Transfer to a heat-safe container. Let cool on the counter until it firms up, about 20 minutes. Once cool, you can place it in the fridge until you want to serve. | 5) Gently use your fingers and press the corners to release the jelly. Turn the jelly over onto a cutting board and cut it into ½-inch cubes. Transfer the cubes to the bowl with the fruit. | [""Red Rubies""] 1) Open the 1 can 8 oz whole water chestnuts can and drain it. Dice the water chestnuts into small pieces into ¼ inch cubes and place them in a large bowl. Don't worry if they seem small, the coating of the tapioca starch makes them bigger. | 2) Add a few drops of natural red food coloring to the cubed chestnuts and mix thoroughly. Make sure there isn’t extra water or food coloring in the bowl because this will make the tapioca starch extra gummy. | 3) Here's the final result of coloring for the brand that we used, ENCO. | 4) Add 1/4 c tapioca starch to the bowl and cover all the water chestnuts evenly. To remove extra starch, place the water chestnuts in a colander and sift. You want to prevent extra starch from going into the boiling water because it will make the water gummy, too. | 5) In a separate bowl make an ice water bath with 2 c water and 2 c ice . | 6) Boil a pot with about two inches of water over medium-high heat. In small batches, add the coated water chestnuts and immediately stir to prevent sticking. | 7) When the chestnut float to the top, remove them from the water and transfer to an ice water bath and stir again to keep from sticking. | 8) Cool them in the bath for at least 10 minutes. | [Prepare fruits] 1) Crack open the coconut and set aside juice, carve out slices of coconut meat. See the post above for technique. | 2) Open all the canned fruit, save the syrup from one can in a separate container. I like lychee the best, so I save this syrup. We found that if you mix the syrup from all the cans, the taste can get a bit muddled. | 3) Cut jackfruit into slices, cut lychee into large slices, and cut toddy palm into thin slices. Keep the longan in its original shape since these come fairly small. | [Assembly] 1) Combine all fruit into a large container. | 2) In another container, combine coconut milk and coconut juice. | 3) Slowly start to add the reserved syrup to sweeten the milk about 1 tbsp at a time, until its sweet enough for your taste. | 4) Add the sweetened coconut milk, coconut juice, coconut pulp, and cubes of grass jelly into the large container with the fruit and stir. | 5) I prefer fridging the chè Thái for a couple of hours before serving so it’s nice and cold, but you can also add crushed ice if you want to serve immediately.",https://www.hungryhuy.com/wp-content/uploads/che-thai-recipe-icon.jpg,Dessert,Vietnamese,"Dessert, Fruit Cocktail, Vietnamese Cuisine",319 kcal,5.0,22.0,33.0
Phở Gà Recipe (Vietnamese Chicken Phở),This homemade phở gà (or chicken pho) recipe is entirely customizable and easy to follow at home.,https://www.hungryhuy.com/chicken-pho-recipe/,25m,50m,75m,6 Bowls,"[Aromatics] 2 medium white or yellow onions halved ,20 g fresh ginger | [Spices] 2 star anise pods ,2 tbsp coriander seeds ,2 pods cardamom cracked open ,1 tbsp fennel seeds ,2 cinnamon sticks ,1 tsp whole cloves | [Soup Ingredients] 1 whole chicken cut in half ,16 c water ,2½ tbsp salt ,2 tbsp sugar ,2 tsp MSG see note | [Noodles] 16 oz dried phở noodles small size noodle | [Accoutrements (all optional)] bean sprouts I prefer blanched ,Thai basil ,lemon or lime wedges ,ngò gai (culantro) ,sliced jalapeños ,hoisin sauce ,Sriracha","[Aromatics] 1) Cut 2 medium white or yellow onions in half and split 20 g fresh ginger in half (to expose more surface area for browning). Place on a sheet pan and roast in an oven on 400°F for 15-30 minutes or until dark brown but not blackened. | [Spices] 1) Wrap all spices in foil ( 2 star anise pods , 2 tbsp coriander seeds , 2 pods cardamom , 1 tbsp fennel seeds , 2 cinnamon sticks , 1 tsp whole cloves ) and bake 350°F for about 5 minutes or until warmed up and aromatic. OR roast on a pan medium heat, constantly mixing or shaking until lightly browned and aromatic. | [The chicken phở broth] 1) Add the aromatics, spices, and all soup ingredients ( 1 whole chicken , 16 c water , 2½ tbsp salt , 2 tbsp sugar , 2 tsp MSG ) into a large stock pot and bring to a boil on high heat. Once it hits a boil, lower the heat to maintain a low boil until the chicken is cooked all the way through. You can use a thermometer to make sure the internal temperature reads 165°F (or the juices run clear) at the thickest part of the chicken. | 2) Remove the chicken from the pot once done and rinse under cold water for one minute to cool. This will prevent the chicken from getting dark. Once the chicken has cooled, shred or slice the meat into bite-sized pieces. | 3) Cook the 16 oz dried phở noodles according to package instructions only just before you’re ready to serve it. Cooking the noodles usually take about 5 minutes after the water boils. | 4) To assemble, start with portioning the noodles into a bowl, and then add the soup, shredded chicken. Serve the optional accoutrements on a plate on the side or in the soup ( bean sprouts , Thai basil , lemon or lime wedges , ngò gai (culantro) , sliced jalapeños , hoisin sauce , Sriracha ).",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/chicken-pho-recipe-w-noodles.jpg,Soup,Vietnamese,"Chicken Pho, Vietnamese Soup",588 kcal,4.99,68.0,118.0
Ice-Blended Vietnamese Coconut Coffee Recipe,This fast and delicious ice-blended Vietnamese coconut coffee recipe is great for anytime of day.,https://www.hungryhuy.com/icy-vietnamese-coconut-coffee/,5m,10m,45m,2 small glasses,"[Vietnamese Coffee] 7 g French roast coffee ,100 g water | [Coconut slushy] ¼ c coconut cream ,¼ c condensed milk or coconut condensed milk if you have dietary restrictions ,2 c ice","[Brewing coffee] 1) Use a Vietnamese coffee filter (phin) to brew the Vietnamese coffee , OR | 2) Use a French press. I like using this for tripling the recipe above for larger parties. Boil water to 205 F, add the coffee grounds to the press, pour in the water and put the French press lid on. Wait 3-6 minutes (longer = darker), slowly press, and pour out the coffee so it stops steeping. | 3) Chill the coffee in the refrigerator for 15-30 minutes before assembling to slow the melting of the slushy. | [Coconut Slushy] 1) Add the coconut cream, ice, and condensed milk into a blender and blend until thick and frothy. Consistency should be thick. Taste and adjust sweetness and thickness. Add more ice or cream if it needs more thickener, add more condensed milk for sweetness, or coconut milk if you want to thin it out. | 2) Place the slushy back into the freezer for 30 minutes to one hour to get an extra thick consistency. | 3) To assemble, pour chilled Vietnamese coffee into two glasses and top with the coconut slushy. | 4) Mix and enjoy!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/coconut-coffee.jpg,Drinks,Vietnamese,"coconut, Vietnamese coffee",222 kcal,5.0,6.0,13.0
Mì Khô Xá Xíu (Vietnamese Dry Noodles with Char Xiu Pork),"This mì khô recipe, aka Vietnamese dry egg noodles, is an amazing dish that always hits the spot, with char siu pork, spare ribs, and crispy pork fat.",https://www.hungryhuy.com/mi-kho/,30m,150m,180m,8 bowls,"[Ingredients] 2 lb thin egg noodles | [Xa Xiu (Char Siu Pork)] 2 lb pork shoulder ,1 cup filtered water ,2 Tbsp cooking wine ,2 Tbsp light soy sauce ,2 tsp garlic powder ,2 tsp onion powder ,1/2 tsp salt ,1/2 bag Char siu / Chinese barbecue seasoning | [Broth Prep] 2-3 lb pork bones or pork spare ribs (I like half of each) ,2 Tbsp salt ,tap water | [Broth] 14 cups filtered water ,2 medium onions peeled, and left whole ,2 Tbsp dry squid or dry shrimp toasted 3 min, then rinsed until clean ,2 Tbsp salt ,2 Tbsp sugar ,1 tsp MSG (monosodium glutamate) | [Noodle Seasoning] 2 Tbsp neutral cooking oil ,1 minced shallot medium ,1 Tbsp minced garlic ,4 Tbsp oyster sauce ,4 Tbsp soy sauce ,2 Tbsp Chinese cooking wine ,2 Tbsp sugar ,2 Tbsp rice vinegar ,8 Tbsp water | [Tep Mo (fried pork fat)] 1/2 lb raw pork fat for tep mo | [Accoutrement] 1 lb bean sprouts blanched ,2 bunches chives cut into 2"" pieces ,rice vinegar to taste ,spicy Chinese mustard to taste","[Xa Xiu] 1) Add all ingredients into a pan. Heat on high until boiling, then lower to medium high and cook for ~15 minutes while flipping the pork every ~5 minutes. Turn heat to medium-low and continue rotating the pork every ~5 minutes so it cooks and abosrbs the seasoning evenly, until just about all the water has evaporated. | [Broth] 1) Add all pork bones or pork ribs to a pot and fill with tap water until just covered. Add 2 Tbsp salt and bring to a boil on high heat. Once it hits a boil, let it boil for 30 seconds and then turn off the heat, and drain. Rinse under running water until clean and drain the water. | 2) Return the pot to the stove and add all the broth ingredients. Turn the heat to high until it hits a boil, then lower to around medium so it maintains a low boil. Cook until the meat or meat around the bones is soft–approximately 2 hours. | 3) Remove the lid, discard the onion and squid, then check the pork for doneness if using pork meat and not just bones. | [Tep mo (fried pork fat)] 1) Cut the pork fat into 1/2"" cubes and saute on medium high heat until crisp, drain and set aside. | [Noodle Seasoning] 1) Add oil and shallot to a small sauce pan and saute on medium until fragrant. Add the remainint ingredients and bring to a boil on high. Taste, and adjust as needed, then remove from heat. | [Noodles & Assembly] 1) Boil noodles according to package instructions, drain and split into 8 bowls. Assemble your bowl with accoutrement, sliced xa xiu, fried pork fat and add a bit of seasoning on top of each bowl. Serve with a small bowl of soup on the side.",https://www.hungryhuy.com/wp-content/uploads/mi-xa-xiu-kho.jpg,"Dinner, Lunch",Vietnamese,"noodles, pork, soup, vietnamese",927 kcal,5.0,2.0,8.0
Pandan Waffle Recipe (Bánh Kẹp Lá Dứa),"These chewy on the inside and crispy on the outside pandan waffles are so addicting, you'll want to make them just so you can smell the aromatic and coconutty flavor all throughout your house!",https://www.hungryhuy.com/pandan-waffle-recipe/,10m,20m,90m,8 Waffles,"[Pandan option 1 – fresh extract (recommended)* See notes below] 35 g pandan leaves fresh or frozen, cut into 3"" sections ,118 g water | [Pandan option 2 – store-bought natural extract] 50 g store-bought natural pandan extract ,103 g water | [Dry ingredients] 285 g tapioca starch ,73 g rice flour ,75 g all purpose flour ,10 g baking powder ,1 g salt | [Wet ingredients] 3 large eggs ,200 g sugar ,13.5 fl oz coconut cream ,1 tbsp neutral cooking oil","[Pandan Option 1 – Fresh Extract (recommended)] 1) Defrost 35 g pandan leaves (if frozen) and scrub leaves under running water. | 2) Cut leaves into three inch sections, add to the blender. | 3) Add 118 g water to the blender, and blend until all large chunks are gone. A food processor isn't able to chop it finely enough. Here's the final desired texture. | 4) Strain the pulp, reserve pandan liquid. Then manually squeeze out liquid from the pulp, since there's a lot left in there too. | [Pandan option 2 – store-bought natural extract] 1) Add the 50 g store-bought natural pandan extract to 103 g water and mix. Set aside for later. | [Waffle batter] 1) In a medium bowl combine and mix all dry ingredients: 285 g tapioca starch , 73 g rice flour , 75 g all purpose flour , 10 g baking powder , and 1 g salt . | 2) In another larger mixing bowl add all wet ingredients: Beat 3 large eggs , then add 200 g sugar , 13.5 fl oz coconut cream , all the pandan extract we made earlier, and 1 tbsp neutral cooking oil , and mix. | 3) Sift dry ingredients into the wet ingredients mixing bowl and fold carefully to prevent over-mixing the batter. It should be slightly thick with some lumps. If you're using artificial extract and want the batter more green at this point you can add 1-2 more drops and mix in. | 4) Let the batter rest for at least 1 hour on the counter to improve dough texture. If you need more than 1 hour before cooking, rest it covered in the fridge for up to a week and the batter will still be good. | 5) When ready to cook, heat the waffle iron until the ready light turns on. Stir up the batter a bit before scooping each waffle since the batter separates quickly. I used an Oster belgian waffle iron and found medium-high works best. | 6) Using a disher or ladle, add 3-4 scoops onto the waffle iron, close the lid and cook. You want almost full coverage with not too much batter dripping out when you close the lid. Adjust your next waffles to reduce drip/waste or add more for a fuller iron as needed. When finished, the waffle should be nice and golden brown with specks of green on the outside. | 7) Remove waffle to a cooling rack and serve shortly after. If you find your waffle is on the softer side, let it rest for about one minute and it should get crispier.",https://www.hungryhuy.com/wp-content/uploads/pandan-waffle-recipe2.jpg,"Breakfast, Dessert",Vietnamese,"mochi waffle, pandan, pandan waffle, vietnamese dessert",480 kcal,4.93,107.0,246.0
Pâté Chaud Recipe (Bánh Patê Sô),"This pâté chaud recipe gives you flaky, buttery, and savory meat pies that are the perfect on the go snack.",https://www.hungryhuy.com/pate-chaud/,20m,25m,165m,12 pastries,"[Dough & sealer] 1 pack puff pastry Pepperidge Farm has 2 sheets of 10×15”, but any brand will do ,1 extra large egg egg whites and yolk separated into two bowls and lightly beaten | [Filling] 1 lb ground pork or ground chicken ,⅔ c chopped onion sweated with 2 tbsp oil until fragrant, then cooled ,1 tsp salt ,2 tsp sugar ,1 tsp ground pepper ,⅓ tsp MSG (monosodium glutamate) or chicken bouillon ,1 tsp potato starch or 2 tbsp bread crumbs","[Defrost] 1) Defrost the puff pastry dough on the counter for about one to two hours. You want to make sure that the dough is a little frozen so that it doesn’t over-soften while you work with the dough. | [Filling prep] 1) Sweat onions on medium-low heat until fragrant then set aside until cooled, about five minutes. | 2) Combine the onions, ground meat, salt, sugar, ground pepper, MSG, and potato starch into a bowl and mix well. | 3) Taste test: put ½ tsp meat in the microwave on a small plate and taste it to make sure you like the seasoning, adjust as needed. | [Assembly & baking] 1) Preheat the oven at 350 °F degrees. | 2) Unfold the dough carefully and if there are any cracks, make sure to lightly roll out the cracks. If you find your dough softening too much, put it back in the fridge to solidify. | 3) Cut the dough into three by three inch squares. | 4) The amount of filling you add onto each square varies depending on the size of the square. For a three by three square, spoon in about 1.5-2 tablespoons filling onto the middle of each square. The goal is to add enough that’s a good dough to meat ratio, but not overload it so the top layer has to stretch too much, or so much that the filling will spill out. | 5) Separate the egg whites and yolks of two small eggs into two bowls. | 6) Brush the egg whites along the edges of the square and gently place the top square over the meat filling. | 7) Using the tips of a fork, crimp the edges of the square to seal the top and bottom squares. | 8) Lightly brush the egg yolk over the top. This creates a nice golden crust when baked. | 9) Place all of your pâté chaud on a half sheet over parchment paper to prevent sticking. | 10) Bake for about 20 to 25 minutes until golden brown. This also varies depending on the size of your squares, but you can tell it’s finished when golden brown.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/angle-view-pate-chaud.jpg,"Appetizer, Snack",Vietnamese,"Meat pie, Pate Chaud, Pate So, Vietnamese Puff Pastry",338 kcal,5.0,27.0,52.0
Vietnamese Yogurt (Da Ua / Sữa Chua),This simple to follow Vietnamese yogurt's sweet and tangy balance of flavors is great to make for breakfast the next morning,https://www.hungryhuy.com/vietnamese-yogurt-recipe/,5m,10m,495m,8 servings,"[Ingredients] 4 c whole milk divided ,1½ tsp agar agar powder ,½ c condensed milk ,5 oz yogurt – label must say it contains live and active cultures","[Instructions] 1) Combine about 25% of the milk and agar agar powder in a sauce pan and mix thoroughly. To warm and activate the agar agar, cook over medium heat until you hit a low boil for 1-2 minutes, then remove from heat. | 2) In a large glass or microwave safe bowl, combine the condensed milk and about 25% (same amount used earlier) of the milk and microwave for two minutes on high so they incorporate and warm up a bit, then stir well. | 3) Combine both mixtures above in the large bowl, then add all the remaining milk. | 4) Mix well and check the temperature to make sure it’s between 90-100 °F. | 5) Add in a five oz container of yogurt, stir well, then strain through a metal sieve or strainer to remove any large chunks. | 6) Split between jars for the yogurt maker and heat for eight to nine hours or even more if needed when the weather is cold, until it has enough of the sour yogurt taste to your liking. | 7) When ready, transfer to the fridge until cooled. Then it's ready to eat!",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/vietnamese-yogurt.jpg,Breakfast,Vietnamese,"Homemade yogurt, Vietnamese Yogurt, Yogurt",147 kcal,5.0,6.0,13.0
"Bánh Giò Recipe (Vietnamese Steamed Pork ""Dumplings"")","Originally street food, these little steamed 'dumplings' have an outer layer of savory rice flour, with ground pork and mushroom as the delicious filling.",https://www.hungryhuy.com/banh-gio-recipe/,60m,60m,180m,12 -14 serving(s),"[Wrappers] 1 pound frozen banana leaves medium sized (Makes about 12-14 banh gio. If you can’t get this you can use just foil and be ok.) ,Enough sheets of aluminum foil to match the size and count of banana leaves | [Flour Mixture] 2 cups corn starch ,1 cup rice flour ,3 tbsp potato starch ,3 cans chicken broth ~4.5 cups ,5 cups water ,3 tbsp oil ,1 1/3 tsp salt ,1 tsp monosodium glutamate optional | [Filling] 1 medium onion ,37 grams thinly sliced dried wood ear mushrooms about 2 cups when hydrated ,2 tablespoon cooking oil ,1 pound ground pork or substitute half or all with ground chicken ,1 teaspoon salt ,2 teaspoons sugar ,1.5 teaspoon ground pepper ,0.5 teaspoon monosodium glutamate optional","[Preparing Wrappers (You can do this a day a head)] 1) Defrost the leaves if frozen. | 2) Wash banana leaves under running water to clean. | 3) A few at a time, dip into a pot of boiling water for a few seconds to soften. | 4) Cut into ~12×12 inch squares, depending on the size dumplings you want, removing tough areas around the stem that are hard to fold. | 5) Set aside to dry before use. | 6) Cut out matching sized pieces of foil wrap finished pyramids | [Flour Mixture] 1) Mix all ingredients in a large nonstick pot. | 2) Rest for 30-60 minutes (longer is better). | 3) Turn the stove to high heat until it hits a boil, then lower to medium-high so it maintains a low boil. After it hits the initial boil it should take about 3-6 minutes to thicken. Times may vary. You want it thick enough so the filling doesn’t fall through it, but thin enough that you can still easily fill the wrappers’ corners with it. | 4) Turn off the stove and continue to stir for about 3 more minutes to smooth out the mixture. | [Filling] 1) Dice onion or or roughly chop in food processor. Remove. | 2) Roughly chop mushroom by hand or in food processor. | 3) Add oil to a large pan on medium-high, and saute onion light brown and fragrant. | 4) Add ground meat and saute until slightly cooked all over, but not fully cooked. Let the meat get tough enough to break apart, and so it’s not mushy. | 5) Add mushroom and all remaining ingredients to the pan and saute so the mushroom is slightly cooked. After the meat is fully cooked and no longer pink in the middle, taste and add more salt or pepper if needed, to taste. | [Wrapping Method] 1) Start with 1 layer of aluminum foil and place 1 layer of banana leaves on top | 2) Start the initial folds to make the first point of the pyramid (see pictorial above) | 3) Add a spoonful of the rice flour mixture–half the amount you want in this piece. | 4) Add a spoonful of the filling to the center. | 5) Add a spoonful of the rice flour mixture to encase the filling. | 6) Finish wrapping, repeat until you use up all your ingredients. The goal is to evenly split the rice flour mixture and filling for each pyramid into 12-14 equal portions. | [Steaming] 1) Add ~2 gallons of water to a big steamer pot. | 2) Bring to a boil on high heat. | 3) Add all the banh gio to the steamer rack. Cook for about 40 minutes. | 4) At about the 40 minute mark, open one up and check the rice flour mixture for doneness. When it’s clear it’s done. Add more steam time as needed–it’s difficult to overcook this.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/banh-gio-final.jpg,"Lunch, Snack",Vietnamese,"banana leaf, mushrooms, pork, steamed, street food",295 kcal,5.0,7.0,20.0
Bánh Kẹp Recipe - Pandan Pizzelles / Waffles,This easy banh kep la dua recipe will fill your home with the freshly baked waffle aroma. The la dua (pandan leaves) make these pizzelles even better!,https://www.hungryhuy.com/banh-kep-recipe/,130m,20m,150m,2 dozen+ pizzelles,"[Real Pandan Extract] 1/2 cup water add more if blending is difficult ,8-10 pandan leaves frozen is ok if you can’t source fresh | [Batter] 3 tablespoons melted butter ,600 ml / 21 fl oz. / 1.5 cans coconut cream Savoy brand ,450 g rice flour 1 bag ,350 g sugar ,100 g all purpose flour ,4 eggs medium to large size ,2 tablespoons vanilla extract ,1 teaspoon salt ,2 drops artificial pandan extract if you can’t find pandan leaves ,1/2 cup black sesame seeds optional","[Real Pandan Extract] 1) Cut your pandan leaves into 3-4 inch sections, add to blender. | 2) Add water to blender, and blend until you no longer see large chunks. | 3) Strain the pulp, reserve the remaining liquid, and squeeze out any liquid inside the pulp too. | 4) Rinse out your blender’s jar for the next step. | [Batter] 1) Melt butter in a microwave, then let it cool for a minute. | 2) Add butter and all remaining ingredients except sesame seeds into the blender. | 3) Pulse the blender to combine, scraping down the sides as necessary. Don’t blend more than you need to make this homogenous. | 4) Cover the batter and let it rest in the fridge for at least two hours. | 5) If you’re using sesame seeds, add these to the batter just before cooking so the colors don’t run into the batter. | 6) Warm up your iron, use a quick mist of nonstick spray or oil on the iron if needed ladle on some batter and let it cook. | 7) Adjust your heat settings and cook time as necessary for desired brownness. These will crisp up shortly after removing from the iron, so roll or shape them as you like while they’re still soft.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/banh-kep-pizzelles-and-iron.jpg,Dessert,Vietnamese,"pandan, waffles",3201 kcal,5.0,3.0,7.0
Bánh Mì Recipe - Vietnamese Sandwiches w/ Pork Belly,Homemade pork belly and Vietnamese pickles means more control over the flavor in this sandwich. Vietnamese sandwiches are a unique creation and you owe it to your taste buds to give this a shot!,https://www.hungryhuy.com/banh-mi-recipe/,20m,20m,20m,6 servings,"[Ingredients] 4 to 6 Vietnamese baguettes ,1 to 1.5 lb homemade pork belly or ,1 to 1.5 lb grilled pork ,2-3 crunchy cucumbers Persian cucumbers are ideal ,mayonnaise ,Vietnamese pate ,Homemade Vietnamese pickles / Đồ chua – as much as you'd like ,8 to 12 sprigs cilantro ,Maggi or soy sauce ,1 to 2 medium jalapeños thinly sliced ,1 medium yellow onion thinly sliced, optional ,freshly ground black pepper","[Instructions] 1) Toast baguettes to warm, but not so crispy that they fall apart when you split them to add fillings. | 2) Wash all the veggies and slice to prep. Slicing with a mandoline will keep everything uniform. | 3) Cut baguettes in half but leave the back part uncut so the loaf stays intact | 4) Add mayo and/or pate to the bottom, then layer the meat and veggies to your liking | 5) Add a few shakes of Maggi or soy sauce, and a few grinds of pepper to taste",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/banh-mi-recipe.jpg,Sandwiches,Vietnamese,"fast food, sandwich, street food, traditional",1142.2 kcal,5.0,5.0,5.0
"Bún Riêu (Vietnamese Crab, Pork and Tomato Noodle Soup)","A traditional Vietnamese soup with a flavorful broth of tomatoes, shrimp paste, fish sauce, and meat broth, loaded with tofu, pork/crab meatballs (riêu), and topped with fresh herbs and veggies!",https://www.hungryhuy.com/bun-rieu-recipe/,30m,90m,120m,5 bowls,"[Soup] 50 g shallots about four large cloves, thinly sliced ,2 tbsp neutral cooking oil ,2 lb tomatoes quartered (any type) ,1 tsp fermented shrimp paste – Lee Kum Kee diluted in a small bowl w a bit of water for even dispersion ,3 tbsp fish sauce ,1 tsp salt ,1-2 tbsp rock sugar granulated is ok too ,4 tbsp ketchup ,43.5 oz chicken broth or make your own broth with water and 1 lb pork ribs ,43.5 oz water ,1-2 tsp monosodium glutamate seasoning | [Riêu / Gach / Meatballs] 25 g shallot sliced (about two large cloves) ,1/8 lb raw shrimp shells removed, deveined. ,2/3 lb ground pork ,5.6 oz canned minced prawn or minced crab with spices. Lee brand. ,57 g steamed or canned crab optional. If using frozen or canned, lightly squeeze to remove excess moisture. ,2 large eggs ,1 tsp pepper ,1 tsp sugar ,1 tbsp fish sauce ,5 stalks green onions cut into 1.5″ pieces | [Accoutrement (all optional)] 1 lb deep fried tofu ,1/2 lb raw bean sprouts ,1 bunch kinh gioi / Vietnamese balm ,1 bunch mint ,1 bunch tia to / purple perilla ,shrimp paste on the side ,sliced limes ,4 thai chiles | [Noodles] 1 lb dried rice vermicelli sticks small noodle size. Thap Chua brand (but any will do)","[Instructions] 1) Cook noodles according to package instructions, split between 4-5 bowls | [Soup] 1) Thinly slice shallots, add oil to a pan and saute until light brown. | 2) Add quartered tomatoes, stir fry for 3-5 minutes until slightly soft. | 3) Add shallots, tomatoes, and all remaining soup ingredients into a large pot. | 4) Raise to high heat until it hits a boil, and boils for five minutes. | 5) Reduce the heat to medium-low or low, so it maintains a low boil while you work on the Riêu. | [Riêu / Gach / Meatballs] 1) Add shallots into a small food processor, pulse until finely chopped. | 2) Add shrimp, pulse 5-6 times. | 3) Add remaining ingredients (except crab and green onion) and pulse a few times until evenly mixed. | 4) Pour into a mixing bowl, add crab and lightly mix with a spoon. | 5) Using a soup spoon, scoop 1-2 tbsp size meat balls (your choice!) into the pot until you use it all | 6) Raise the heat to high and bring to a boil, then drop heat to a low boil. At most it should take 20 minutes to cook the meatballs all the way through. Check doneness by breaking a meatball in half to make sure its not soft or raw inside. | 7) During the last five minutes of cooking, drop in the chopped green onion so it slightly softens | [Serving] 1) Evenly divide contents of the soup pot between your 4-5 bowls. | 2) Serve a communal accoutrement plate on the side so each guest can customize their own.",https://cdn.shortpixel.ai/spai2/q_glossy+ret_img+to_auto/www.hungryhuy.com/wp-content/uploads/homemade-bowl-bun-rieu.jpg,Soup,Vietnamese,"crab, meatballs, noodles, shrimp paste, soup",888 kcal,5.0,29.0,49.0
Chè Bắp Recipe (Vietnamese Corn Pudding Dessert),"Some of my favorite southeast Asian flavors coming together into a wonderul rice-based Vietnamese 'pudding'. We have glutinous rice paired with sweet corn, balanced with pandan aroma and a rich coconut cream topping.",https://www.hungryhuy.com/che-bap-recipe/,10m,32m,42m,8 small bowls,"[Pandan Water] 12 pandan leaves washed & scrubbed thoroughly ,1 cup water | [Rice] 2/3 cup glutinous rice rinsed and drained ,3 cups water ,1/2 tsp salt | [Supporting Cast] 500 grams yellow corn kernels raw (~2-3 cups) ,100 grams sugar ,200 ml coconut cream ~1/2 can ,1 tsp vanilla extract or powder ,2 pandan leaves tied into ~3"" large knots so it fits in the pot without cutting | [Thickener] 1 tbsp tapioca or corn starch ,2 tbsp water | [Coconut Cream Topping] 200 ml coconut cream remaining ~1/2 can ,2 tbsp sugar ,1/3 tsp salt ,1/2 tbsp tapioca or corn starch ,1/2 tsp vanilla extract or powder","[Instructions] 1) Thoroughly wash and scrub pandan leaves, then blend with water until very finely blended. Strain and add pandan water into a thick, medium sized pot. | 2) Add remaining Rice ingredients, bring to a boil on high, then lower heat to medium low and cover with a lid to maintain a low boil. Cook for 15-20 minutes until glutinous rice is cooked all the way through, and no longer powdery or tough (test by eating a grain, or smashing a grain between your fingers). We want to aim for fully cooked past 'al dente' but not as soft as rice porridge. Stir the pot only once at the ~9 minute mark since stirring too often will release too much starch. | 3) Add all Supporting Cast ingredients, turn heat to high and bring to a boil. Once it hits a boil, lower to medium to maintain a low boil for ~10 minutes until the corn is fully cooked. | 4) In a small bowl mix Thickener ingredients until fully combined, then add to the pot. Turn heat to high and continuously stir. When it hits a boil shut the heat off. This step is optional based on your thickness preference (or how much starch from the rice was released)–you can scale up or down as needed, but note that thickening properties of the starch don't take effect until after this hits a boil. | 5) Using a small sauce pan, combine Coconut Cream Topping ingredients and heat on high continuously stirring. When it hits a boil, shut the heat off. Keep a lid on this afterwards until ready to serve to prevent the top layer from thickening.",https://www.hungryhuy.com/wp-content/uploads/landscape-pot-of-che-bap.jpg,Dessert,Vietnamese,"coconut, corn, glutinous rice, pandan, rice",339 kcal,5.0,3.0,7.0
