title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,review_count
Dakjuk (Korean chicken porridge),"Porridge is hugely popular in Korea as a breakfast or a light meal. The chicken flavored, creamy porridge is one of the best when it comes to comfort food, especially on cold winter days!",https://www.koreanbapsang.com/dakjuk-korean-chicken-porridge/,60m,40m,50m,4 servings,"[Ingredients] 1 cup short grain rice or sweet rice glutinous rice ,6 cups chicken stock (see notes) ,1 to 1-1/2 cups pulled chicken seasoned with salt, garlic, sesame oil, pepper ,1 medium carrot ,1 celery stalk ,3 to 4 mushroom caps ,2 tablespoons sesame oil ,Optional garnishes: ,Finely chopped scallion ,Sesame seeds","[Instructions] 1) Soak the rice for about an hour, and drain. | 2) Finely chop the vegetables. | 3) Add 2 tablespoons of sesame oil to a medium size pot. Add the rice and stir-fry for a few minutes over medium heat, until the rice turns translucent. | 4) Pour the stock to the pot and bring it to a boil. Continue to cook, stirring occasionally for about 20 to 25 minutes, or until the rice is cooked and softened. Start with medium low heat, but reduce to lower heat when the stock is visibly reduced. Stir occasionally (more frequently as the stock is reduced) so the rice doesn't stick to the bottom of the pot. | 5) Stir in the vegetables, cover, and simmer for an additional 10 to 15 minutes until the vegetables are soft. You can also adjust the consistency of the porridge to your taste by adding more stock or water. | 6) Since the chicken is already cooked, stir it in during the last few minutes of simmering, leaving some to use as a garnish, if desired. You can add salt and pepper at the end or serve on the side. Serve hot with the optional garnish on top.",https://www.koreanbapsang.com/wp-content/uploads/2010/03/DSC_0061-e1544936428366.jpg,Main Course,Korean,,,4.82,104.0,104
Doenjang Jjigae (Korean Soybean Paste Stew),A staple Korean stew made with fermented soybean paste (doenjang),https://www.koreanbapsang.com/doenjang-jjigae-korean-soy-bean-paste/,20m,15m,35m,2 servings,"[Ingredients] 3 ounces pork (preferably fatty pork) shoulder, or loin (or beef) ,9 ounces tofu (dubu, 두부) ,1/2 medium zucchini (4 to 5 ounces) ,2 ounces Korean radish (mu, 무) and/or 1 small potato, sliced into 1/4-inch thick bite size pieces. ,1/4 medium onion ,1 chili pepper green or red ,1 scallion ,2 tablespoons doenjang (된장), Korean soybean paste ,1 teaspoon gochugaru (고추가루 ), Korean chili pepper flakes adjust to taste ,2 teaspoons minced garlic ,2 cups water (or anchovy broth) see note ,1 teaspoon vinegar (optional)","[Instructions] 1) Cut the tofu and zucchini into about 1-inch cubes. Cut the radish into thin small squares. Thinly slice the onion and pepper. Roughly chop the scallion. Slice the meat into thin strips. | 2) Preheat a small pot with a little bit of oil. Sauté the meat, soybean paste, and chili pepper flakes, over medium heat for 3 to 4 minutes. | 3) Add the water (or anchovy broth) and stir well to dissolve the soybean paste. Add the radish (if using a potato, add it in the next step). Boil over medium high heat for 3 to 4 minutes. | 4) Add the onion, garlic, tofu, zucchini, and chili pepper. Boil for an additional 5 to 6 minutes. Throw in the scallion pieces and add the optional vinegar with a minute or two remaining. | 5) Serve with a bowl of rice while it is still bubbling from the heat.",https://www.koreanbapsang.com/wp-content/uploads/2018/06/DSC_0672.jpg,"Main, Main Course",Korean,"doenjang jjigae, Korean stew",,4.68,282.0,282
Domi Maeuntang (Spicy Fish Stew with Red Snapper),,https://www.koreanbapsang.com/domi-maeuntang-spicy-fish-stew-with-red-snapper/,,,,2 servings,"[Ingredients] 1 whole snapper about 1-1/4 pounds ,3 little neck clams or any other small clams ,6 ounces mu, (무, Korean radish) 1 inch disk ,6 ounces tofu ,3 ounces zucchini ,1 scallion ,1 ounce ssukgat crown daisy or watercress | [Seasoning] 1-1/2 tablespoons gochugaru Korean red chili pepper flakes ,1 teaspoon gochujang Korean red chili pepper paste ,1 teaspoon doenjang Korean fermented soybean paste ,1 tablespoon fish sauce or soup soy sauce ,1 tablespoon garlic ,1 teaspoon ginger | [Other] 3 cups anchovy broth or water ,salt to taste about 1 teaspoon ,pepper to taste","[Instructions] 1) Clean the fish, remove guts, scales, and fins, if not already done by the fishmonger. Rinse and scrub the clams. Place the clams in salted water (1 tablespoon of salt in 2 to 3 cups of water) for 30 minutes or longer to get the clams to spit out the sand. | 2) Clean the vegetables. Cut the radish into bite sizes. Thinly slice the scallions and the pepper. Cut the tofu into 1/2-inch thick small pieces. | 3) In a small bowl, combine all the seasoning ingredients and mix well. | 4) Add the broth to a medium size pot along with the radish and the seasoning mix. Bring it to a boil over high heat. Cook until the radish turns soft, about 3 minutes. | 5) Drop in the fish, clams and tofu. When it comes to a boil again, reduce the heat to medium. Cook until the clams are open and the fish is almost cooked through, about 5 minutes. (Do not overcook. The fish will continue to cook in the boiling hot broth while being served and eaten.) | 6) Add the zucchini, enoki mushrooms, and scallions, and boil for a minute or two. Place the watercress or crown daisy leaves on top. Turn the heat off. Serve piping hot with the optional lemon slice on top.",https://www.koreanbapsang.com/wp-content/uploads/2018/04/DSC_2704-2.jpg,"Main, Main Course",Korean,"fish, gochujang stew, spicy, stew",,4.66,29.0,29
Dubu Kimchi (Tofu with Stir-fried Kimchi and Pork),"Kimchi is stir-fried with pork and served with sliced tofu that has been boiled, steamed, or pan-fried.",https://www.koreanbapsang.com/dubu-kimchi-tofu-with-stir-fried-kimchi/,10m,10m,20m,2 servings,"[Ingredients] 2 cups fully fermented kimchi ,1/2 pound thinly sliced pork or pork belly ,1/2 onion ,2 scallions ,1 teaspoon grated ginger ,1 tablespoon minced garlic ,1 tablespoon soy sauce ,1 tablespoon sugar ,1 tablespoon sesame oil ,2 - 3 tablespoons gochujang (고추장), Korean red chili pepper paste ,1 teaspoon sesame seeds ,pinch pepper ,1 18- oz package tofu","[Instructions] 1) Cut kimchi and pork into bite sizes. Thinly slice onion and scallions. In a large bowl, combine kimchi, pork, onion, scallions and the remaining ingredients and mix well. Let it stand for 15 minutes. | 2) In a medium size pot, bring about 4 cups of water to a boil. Cut the tofu into two blocks. Reduce the heat to medium high, and add the tofu. Gently boil for 5 minutes. Carefully transfer the tofu to a colander to drain. Cut each block into about 1/2-inch thick slices. | 3) Heat a large pan over medium high heat and add the kimchi and pork mix. Cook until the kimchi becomes soft, the pork is cooked through, and most of the liquid generated during the cooking process is evaporated, about 5 - 6 minutes. | 4) Arrange the tofu slices nicely on a plate leaving an open space in the middle part. Place the stir-fried kimchi and pork in the middle and serve. Or, you can serve the stir-fried kimchi and tofu side by side.",https://www.koreanbapsang.com/wp-content/uploads/2010/10/DSC_0220-e1538018529430.jpg,"Appetizer, Main Course, Side Dish",Korean,"kimchi, Korean, pork, stir-fried, tofu",,4.85,40.0,40
Egg Fried Rice (Gyeran Bokkeumbap),A simple fried rice made with eggs and scallions!,https://www.koreanbapsang.com/egg-fried-rice-gyeran-bokkeumbap/,,,,2 servings,"[Ingredients] 2 servings of rice about 3 cups cooked rice ,3 large eggs ,3 to 4 scallions or 1 Korean large scallion, daepa 대파, finely chopped (about 1 cup) ,vegetable or canola oil for frying ,1 tablespoon soy sauce ,salt and pepper ,1/2 tablespoon sesame oil ,1/2 teaspoon sesame seeds","[Instructions] 1) Finely chop the scallions. | 2) Crack and beat the eggs in a bowl with chopsticks or a fork. | 3) Heat a large skillet over medium high heat with 2 tablespoons of oil. Add ⅔ of the scallions, and stir fry until the scallions turn soft and fragrant. | 4) Reduce the heat to medium low and add the eggs, and gently stir to scramble until the eggs are set but still a bit runny. Transfer to a plate. | 5) Turn the heat up to medium high. Add 2 tablespoons of oil, and stir in the remaining scallions until the scallions turn soft and fragrant. Stir in 1 tablespoon of soy sauce. | 6) Add the rice, and fry the rice, stirring well and breaking up the clumped up rice, until well toasted. | 7) Return the eggs to the pan and mix well with the rice, breaking up the eggs. Add salt and pepper to taste, sesame oil, and sesame seeds.",https://www.koreanbapsang.com/wp-content/uploads/2017/04/DSC_1939-2.jpg,Main Course,Korean,,,4.73,36.0,36
Flank Steak Bulgogi,"Korean beef bulgogi can be made with any good quality cut of meat. Flank steak is full of beefy flavor, but somewhat tough. This marinade with some juice from a can of pineapple quickly tenderizes the flank steak.",https://www.koreanbapsang.com/flank-steak-bulgogi/,20m,10m,30m,6 servings,"[Ingredients] 1 flank steak about 1.5 to 2 pounds ,2 scallions roughly chopped | [Marinade] 5 to 6 tablespoons soy sauce ,3 tablespoons sugar ,2 tablespoons rice wine or mirin or white wine ,4 tablespoons juice from a can of pineapple use 100% juice ,1 tablespoon minced garlic ,1 to 1-1/2 teaspoons finely grated ginger ,2 tablespoons sesame oil ,2 teaspoons sesame seeds ,⅛ teaspoon pepper","[Instructions] 1) Slice the meat (about ⅓ to ¼-inch thick) against the grain at a steep angle. | 2) Combine all the marinade ingredients in a bowl, and mix well. | 3) Add the meat and scallions and mix well until evenly coated. Marinate at least for 1 hour. | 4) Heat a grill pan or a skillet over high heat and add the meat slices. Lower the heat as necessary. The marinade may burn if the heat is too high. Cook until the meat is cooked through and slightly caramelized, one to two minutes each side.",https://www.koreanbapsang.com/wp-content/uploads/2017/08/DSC_1876-150x150-1.jpg,"Main, Main Course",Korean,bulgogi,,4.68,55.0,55
Gamjaguk (Potato Soup),"a hearty Korean potato soup made with beef, tofu and noodles!",https://www.koreanbapsang.com/gamjaguk-potato-soup/,,,,4 servings,"[Ingredients] 4 ounces beef (chuck, loin, brisket, etc.) ,1 tablespoon gukganjang (soup soy sauce) ,2 teaspoons minced garlic ,12 to 14 ounces potatoes 2 or 3 medium ,8 ounces tofu ,3 ounces dangmyeon (sweet potato starch noodles) soaked in warm water for 20 minutes ,2 scallions 1 if large ,salt and pepper to taste","[Instructions] 1) Thinly slice the beef into short strips and mix with the soup soy sauce and garlic. Cut the potato in half lengthwise, and slice into half-moon shapes (about ⅓ - inch thick). Slice the tofu into 1/2-inch thick pieces. Cut the scallions into 1-inch lengths. | 2) In a medium pot, sauté the beef until all the pieces turn brown. | 3) Pour in 6 cups of water, and bring it to a boil. Skim off the foam. Reduce the heat to medium high and continue to boil, covered, for 5 minutes. | 4) Add the potatoes, tofu, and salt (about 1 teaspoon) and pepper to taste. Bring it to a boil, and cook until potatoes are cooked, about 5 minutes. Be careful not to overcook the potato. Drop the the noodles and scallions in, and boil for an additional minute or two.",https://www.koreanbapsang.com/wp-content/uploads/2017/02/DSC_1814-150x150-1.jpg,Main Course,Korean,,,4.59,36.0,36
Gul Tteokguk (Oyster Rice Cake Soup),Korean rice cake soup made with oysters!,https://www.koreanbapsang.com/gul-tteokguk-oyster-rice-cake-soup/,10m,20m,30m,2 servings,"[Ingredients] 8 (to 10) ounces rice cake slices tteokguk tteok, 떡국떡 ,1 3-inch square dried kelp dashima - optional ,1 tablespoon soup soy sauce gukganjang 국간장 or fish sauce ,1 teaspoon minced garlic ,6 (to 8) ounces small shucked oysters ,1/2 scallion thinly sliced ,salt and pepper to taste | [Optional Garnish] 1 egg for jidan egg garnish ,1/4 sheet roasted gim nori, cut into thin, short strips with kitchen shears","[Instructions] 1) Soak the rice cakes in cold water for 10 to 20 minutes. | 2) Clean the oysters by gently swishing around in salted water. Drain. Rinse again in clean water and drain again. | 3) Add 6 cups of water and the optional dried kelp to a medium size pot. Bring it to a boil, and continue to boil for 5 minutes. | 4) To make the optional egg garnish (jidan), separate the egg. Lightly beat the white by gently cutting it with a spoon. Stir the yoke with a spoon until smooth. Heat a lightly oiled nonstick skillet over medium low heat. Pour each egg part into a thin layer, tilting the skillet and/or spreading with a spoon. Cook each side briefly until no visible liquid remains. (Do not brown the egg.) Slice into small diamond shape pieces or short thin strips. | 5) Remove the kelp if used. Add the rice cake slices, garlic and soup soy sauce (or fish sauce), and cook until very soft. | 6) Drop the oysters in. Cook for a couple of minutes after the soup comes to a boil again. Season with salt and pepper to taste. Remove the scum. Ladle the steaming soup into individual bowls and top with the scallion and the optional egg and gim strips.",https://www.koreanbapsang.com/wp-content/uploads/2018/01/DSC_2679-1-150x150-1.jpg,Main Course,Korean,,,5.0,3.0,3
Gulguk (Oyster Soup),"Simple, refreshingly clear, and briny soup made with oysters!",https://www.koreanbapsang.com/gulguk-oyster-soup/,,,,3 servings,"[Ingredients] 8 to 12 ounces shucked oysters ,1 pound Korean radish mu, 무 ,1 scallion ,1 small piece dried kelp dashima, 다시마 (about a 3-inch square) - optional ,1 teaspoon minced garlic ,1 tablespoon soup soy sauce (or you can just use salt to taste) ,Salt and pepper","[Instructions] 1) Clean the oysters by gently swishing around in salted water. Drain. Rinse again in clean water and drain again. | 2) Cut the radish into thin, bite size pieces (about 1-inch square, 1/4-inch thick). Thinly slice the scallions crosswise and slightly diagonally. | 3) Add 6 cups of water, the radish and optional dried kelp to a medium size pot. Bring it to a boil over high heat. Reduce the heat to medium high, and cook until the radish is softened, about 5 minutes. | 4) Remove the kelp if used, and drop the oysters in. Add the garlic, and season with salt (about 1 teaspoon) and pepper to taste. Cook for another minute after the soup comes to a boil again. Do not overcook oysters. Remove the scum. Drop the scallions in right before turning off the heat.",https://www.koreanbapsang.com/wp-content/uploads/2017/02/DSC_1831-150x150-1.jpg,Main Course,Korean,,,4.45,9.0,9
Instant Pot Kimchi Jjigae (Stew),This Instant Pot adaptation of the classic Korean stew made with kimchi is so flavorful and rich! The texture of the kimchi turns out nice and soft in a fraction of the time.,https://www.koreanbapsang.com/instant-pot-kimchi-jjigae-stew/,,,,4 servings,"[Ingredients] Ingredients: ,1-1/2 pounds well fermented kimchi about 3 cups of cut kimchi packed ,8 ounces fatty pork or beef ,1 tablespoon sesame oil ,1 to 3 teaspoons Korean red chili pepper flakes gochugaru - adjust to taste ,1/2 cup juice from kimchi if available ,2 cups of water* 1/2 cup more if not using kimchi juice ,1 tablespoon soup soy sauce ,1 tablespoon minced garlic ,8 ounces tofu ,2 scallions ,black pepper to taste ,1 to 2 teaspoons of sugar - optional","[Instructions] 1) Cut the meat and kimchi into bite sizes. Slice the tofu (about 1/2-inch thick), and roughly chop the scallions. | 2) Push the Saute button of the Instant Pot. When it becomes hot, add the pork and kimchi along with the sesame oil and red pepper flakes until the kimchi is slightly softened and pork is no longer pink, about 5 minutes. | 3) Add the kimchi juice, water, soup soy sauce, and garlic. Lock the lid, change it to the Soup mode, and adjust the time to 10 minutes. Set the steam valve to “Sealing”. | 4) When the Instant Pot beeps, turn the steam valve to “Vent” to quick release the pressure. Open the lid, and add tofu and scallions. Push the Saute button again, and boil for an additional 5 minutes or longer until the kimchi reaches the desired tenderness.",https://www.koreanbapsang.com/wp-content/uploads/2018/05/DSC_2014-e1547701382767.jpg,Main Course,Korean,,,4.63,90.0,90
Instant Pot Spicy Galbijjim (Braised Beef Short Ribs),"Succulent, spicy, and fork-tender Korean beef short ribs pressure cooked in the Instant Pot! Fast and delicious!",https://www.koreanbapsang.com/instant-pot-spicy-galbijjim-braised-short-ribs/,,,,4 servings,"[Ingredients] 3.5 to 4 pounds English cut beef short ribs, galbi (갈비) ,8 ounces Korean radish, mu (무) cut into large chunks ,1 medium carrot cut into large chunks ,3 to 4 dried shiitake mushrooms briefly soaked and quartered | [Braising liquid] 1/2 medium Korean/Asian pear ,1/2 medium onion ,8 plump garlic cloves ,1 inch long ginger piece ,1/2 cup soy sauce ,4 tablespoons rice wine (or mirin or dry white wine) ,3 to 4 tablespoons gochugaru (고추가루) ,2 tablespoons gochujang (고추장) ,2 tablespoons sugar ,2 tablespoons honey (or sugar) Use 1 TB more if you like it sweeter ,pepper to taste | [Other additions and garnishes] 1 tablespoon sesame oil ,2 scallions roughly chopped (and some finely sliced for optional garnish) ,sesame seeds - optional","[Instructions] 1) Trim off any thick layer of surface fat. Place the ribs in a large bowl with enough water to cover all the ribs. Add a couple of tablespoons of sugar and stir until dissolved. Let the ribs soak for about 30 minutes. Drain and rinse the ribs. Drain well while preparing the other ingredients. | 2) In a small blender, blend the pear, onion, garlic, and ginger well. You can separately grate them if you want. Transfer to a bowl. Mix it with the remaining braising liquid ingredients. | 3) Place the short ribs in the pot, and add the vegetables. | 4) Pour the braising liquid over. Toss everything well to coat the ribs evenly. Close the lid tightly. Press the “Meat” function, and using the “+” button, set the time to 35 minutes (or 40 minutes for fall off the bone tender meat). Make sure the pressure switch is turned to “sealing”. When finished, the Instant Pot will automatically turn to the “Keep Warm” mode. Leave the pressure cooker alone for 10 to 15 minutes before releasing the remaining pressure and opening the lid. You can leave it longer if you want. | 5) Stir in the scallion and the sesame oil. Remove the meat and vegetables from the pressure cooker. Spoon off the fat. Pour the sauce over the ribs to serve. You can also cool it in the fridge or freezer until the fat solidifies to spoon off, and then reheat the sauce. Garnish with the optional scallions and sesame seeds.",https://www.koreanbapsang.com/wp-content/uploads/2018/07/DSC_1297.jpg,"Main, Main Course",Korean,"beef short ribs, braised, galbijjim, kalbijjim",,4.59,134.0,134
Jjolmyeon (Spicy Chewy Noodles,"Chewy, bouncy noodles in a sweet and tangy gochujang sauce with lots of fresh, crunchy vegetables!",https://www.koreanbapsang.com/jjolmyeon-spicy-chewy-noodles/,,,,2 servings,"[Noodles and Vegetables] 14 ounces jjolmyeon 쫄면 (refrigerated or frozen) ,6 ounces kongnamul 콩나물(soybean sprouts), ,3 ounces green cabbage ,1 ounce of red cabbage optional ,1/2 carrot ,1/2 small cucumber ,1 hard boiled egg | [Sauce] 1 tablespoon gochugaru 고추가루, (preferably finely ground) ,2 tablespoons gochujang 고추장 ,1 tablespoon cornsyrup oligodang , 올리고당 ,1 tablespoon sugar ,2 tablespoons vinegar ,1 tablespoon soy sauce ,2 tablespoons pineapple juice or maesilcheong , 매실청, apple juice, or lemon soft drink ,1 teaspoon minced garlic ,1 tablespoon sesame seeds preferably finely ground ,pinch salt ,1 tablespoon sesame oil","[Instructions] 1) Combine all the sauce ingredients in a small bowl, and mix well. | 2) Bring 2 cups of water to a boil, and add the soybean sprouts. Close the lid, and cook for 3 to 4 minutes. Quickly transfer the sprouts to a bowl of cold water to cool, saving the cooking liquid, which can be used as a soup. (See note.) Drain the sprouts. | 3) Thinly slice the cabbages, and cut the carrot and cucumber into matchsticks. | 4) Bring a medium pot of water to a boil. Cook the noodles according to the package instructions (usually about 5 minutes). Drain quickly and rinse in icy cold water until the noodles are very cold. Make two one-serving size mounds. Place the mounds in a colander to drain. | 5) Place the noodles in the middle of a serving bowl and nicely arrange the cold vegetables over the noodles. The sauce can be served on top or separately. You can also mix the noodles and vegetables with the sauce before serving. Place a half of the boiled egg on top to serve.",https://www.koreanbapsang.com/wp-content/uploads/2017/09/DSC_1865-1-e1504624287278.jpg,Main Course,Korean,,,4.87,15.0,15
Korean Curry Rice,Easy Korean-style curry rice,https://www.koreanbapsang.com/korean-curry-rice/,,,,4 servings,"[Ingredients] 8 ounces beef or pork or chicken ,1 medium onion ,1 teaspoon minced garlic ,1/2 teaspoon grated ginger ,2 medium potatoes ,1 large carrot ,4 caps white mushrooms - optional ,1/2 green bell pepper - optional ,1/2 package of instant curry roux use a couple more cubes for a thicker sauce ,4 cups water or low sodium chicken broth ,4 servings of cooked rice","[Instructions] 1) Cut the meat into small bite size pieces. Lightly sprinkle with salt and pepper. Dice the onion, and cut the other vegetables into bite size chunks. | 2) Heat a large pot with a tablespoon of oil. Add the onion, and stir-fry until it turns translucent and light brown. | 3) Add the meat, garlic and ginger, and cook until the meat is no longer pink. | 4) Add the remaining vegetables and stir fry until potatoes turn translucent and partially cooked. | 5) Pour the water (or chicken broth) into the pot. Bring it to a boil, and continue to boil for about 10 minutes until the meat becomes tender. | 6) Break up the curry roux into small cubes. Drop them in, and stir well to dissolve. | 7) Reduce the heat to medium low, and gently boil until the sauce is thickened. Serve over steamed rice. Add more water if too thick.",https://www.koreanbapsang.com/wp-content/uploads/2017/04/DSC_1987-150x150-1.jpg,Main Course,Korean,,,4.87,36.0,36
Ojingeo bokkeum (spicy stir-fried squid),"Ojingeo bokkeum is a spicy stir-fried squid. If you love squid and spicy food, this flavor packed dish is easy to make with a few Korean staple ingredients.",https://www.koreanbapsang.com/ojingeo-bokkeum-korean-spicy-stir-fried/,20m,10m,30m,2 servings,"[Ingredients] 1 medium size squid about 14 ounces ,1/2 medium carrot ,1/2 medium onion ,1/2 medium zucchini ,2 scallions ,1 tablespoon vegetable oil ,1 tablespoon sesame oil | [Sauce] 2 tablespoons Korean chili pepper paste gochujang ,1 tablespoon Korean chili pepper flakes gochugaru - 1 or 2 teaspoons more for a spicier dish ,1-1/2 tablespoons soy sauce ,1 tablespoon sugar ,1/2 tablespoon corn syrup or 1 more teaspoon sugar ,1 tablespoon minced garlic ,1 teaspoon minced ginger ,1 teaspoon sesame seeds ,pinch black pepper","[Instructions] 1) Combine all of the sauce ingredients in a small bowl. | 2) Clean the squid (see note). Cut the body into about 3/4-inch rings (or slit the body open and cut into 3/4-inch wide, 2-inch long bite size pieces). Do not make the pieces too small as they will shrink when cooked. Cut the tentacles into the same lengths. See note if you want to score the squid. | 3) Mix the squid with the seasoning mix and marinate while preparing vegetables. | 4) Slice the onion. Cut the zucchini and carrot into half lengthwise and thinly slice into 2-inch long pieces. Cut the scallions 2-inches long. | 5) Heat a large skillet over high heat and add the vegetable oil. Add the carrots, followed by the onions, zucchini, and then the scallions. Stir fry the vegetables quickly only until they start to wilt, about 2 minutes. | 6) Push the vegetables to the sides of the skillet. Add the marinated squid and any remaining sauce to the center of the skillet. Stir fry just until the squid pieces curl up and turn opaque (about 2 minutes). | 7) Stir to mix the vegetables and the squid well for a minute. Drizzle the sesame oil over. (Do NOT overcook the squid. The squid will get tough.) Serve warm with a bowl of rice or on top of rice.",https://www.koreanbapsang.com/wp-content/uploads/2018/12/DSC_0047.jpg,"Side Dish, Main Course",Korean,"carrot, Korean, onion, scallion, spicy, squid, stir-fried, zucchini",,4.72,52.0,52
Pressure Cooker Braised Oxtail (Kkorijjim),Pressure cooker Korean braised oxtail (kkorijjim) - flavorful and fork tender!,https://www.koreanbapsang.com/pressure-cooker-braised-oxtail-kkorijjim/,,,,4 servings,"[Ingredients] 3 to 4 pounds oxtail ,1/2 medium onion cut into large chunks ,1 to 2 carrots cut into large chunks ,3 to 4 dried shiitake mushrooms briefly soaked and quartered (omit if unavailable) | [Braising liquid] 1/2 cup soy sauce ,1/2 cup rice wine or mirin or dry white wine ,1/2 medium Korean/Asian pear, grated or 1 bosc pear or apple ,2 tablespoons minced garlic ,2 teaspoons grated ginger ,2 tablespoons sugar ,2 tablespoons honey (or more sugar) adjust to taste ,2 to 3 tablespoons maesil cheong (Korean plum extract) - optional You can reduce sugar or honey by a teaspoon if using and don't want to increase sweetness ,pepper to taste | [Other additions and garnishes] 1 tablespoon sesame oil ,2 scallions roughly chopped (and some finely sliced for optional garnish) ,sesame seeds - optional","[Instructions] 1) Trim off excess fat. Rinse the oxtail pieces and let them sit in cold water for 10 to 20 minutes to draw out excess blood. Drain well, and pat dry with paper towels. | 2) Press the “Saute” button on the Instant Pot. When the pot is hot, add 1 tablespoon of canola or vegetable oil. Sear the oxtail pieces in two batches, browning all sides. (Alternatively, Place the oxtail in the Instant Pot, add 2 cups of water and cook for 3 minutes on the Manual setting. Quick release the steam, discard the cooking liquid, and rinse the oxtail pieces and the pot.) | 3) Mix together the braising liquid ingredients. Place the oxtail pieces in one layer in the pot, and pour the braising liquid over. | 4) Add the vegetables. | 5) Close the lid tightly. Press the “Meat” function, and using the “+” button, increase the time to 45 minutes (50 for extra tender meat). When finished, the Instant Pot will automatically turn to the “Keep Warm” mode. Leave the pressure cooker alone for about 10 minutes before opening the lid. | 6) Remove the meat and vegetables from the pressure cooker. Strain the cooking liquid into a bowl to skim off the fat. I use a fat separator. (See note.) At this point, you can reduce the sauce in the Instant Pot using the Saute function if desired. Return the oxtail to the pot, and stir in the scallion and the sesame oil. Serve with the optional garnish.",https://www.koreanbapsang.com/wp-content/uploads/2017/03/DSC_1834-150x150-1.jpg,Main Course,Korean,,,4.49,93.0,93
Pressure Cooker Dak Bokkeumtang (Korean Spicy Chicken Stew),"Classic Korean chicken dish that’s adapted for the pressure cooker! You’ll love how quick this juicy, flavorful dish is.",https://www.koreanbapsang.com/pressure-cooker-dakbokkeumtang-korean-spicy-chicken-stew/,,,,4 servings,"[Ingredients] 2.5 pounds bone-in chicken parts cut into small pieces (excess fat removed) ,6 ounces potatoes cut in big chunks (or mini potatoes) ,1/2 medium onion cut in big chunks ,2 small carrots cut in big chunks (or baby carrots) ,2 scallions or a few stalks of garlic chives | [Sauce] 3 tablespoons gochugaru ,3 tablespoons sugar ,2 tablespoons gochujang ,1/2 tablespoon doenjang ,2 tablespoons rice wine ,4 tablespoons oyster sauce or soy sauce ,1 tablespoon minced garlic ,1 teaspoon grated ginger ,black pepper to taste ,1/4 cup water or chicken broth ,1 tablespoon sesame oil ,1 teaspoon sesame seeds","[Instructions] 1) Combine the sauce ingredients except sesame oil and seeds, and mix well. | 2) Rinse the chicken pieces, drain, and pat dry with paper towels. | 3) Press the “Saute” button on the Instant Pot. When the pot is hot, add 1 tablespoon of canola or vegetable oil. Sear the pieces in two batches. | 4) Place all the chicken pieces in the pot, and add the potatoes, onion, and carrots. Pour the sauce over, and mix well to evenly coat the chicken and vegetables. | 5) Close the lid tightly, and seal the vent. Press the “poultry” function, and using the “+” or “-” button, adjust the time to 10 minutes. When finished, the Instant Pot will automatically turn to the “Keep Warm” mode. Turn the pressure valve to “venting” to quickly release the pressure. Open the lid. | 6) Stir in the scallion (or garlic chives) and the sesame oil and sesame seeds. If you want, remove the meat and vegetables from the pressure cooker, turn the Instant Pot Saute function back on, and reduce the sauce to the desired level with the lid open.",https://www.koreanbapsang.com/wp-content/uploads/2018/03/DSC_2793-1.jpg,Main Course,Korean,,,4.68,147.0,147
Pressure Cooker Nurungji Baeksuk (Boiled Chicken with Rice),"Pressure cooker nurungji baeksuk -- tender, moist boiled chicken with creamy rice porridge!",https://www.koreanbapsang.com/pressure-cooker-nurungji-baeksuk-boiled-chicken-rice/,,,,4 servings,"[Ingredients] 1 whole chicken 3 to 4 pounds ,1-1/2 cups sweet rice glutinous rice, chapssal (찹쌀) ,1 large scallion daepa, 대파 ,5 plump garlic cloves ,2 thin slices of ginger about 1 inch round ,Salt and pepper ,4 cups water or 2 cups good quality chicken stock and 2 cups of water","[Instructions] 1) Trim off the excess fat from the chicken. You can also skin the chicken for less fat. | 2) Rinse the sweet rice, drain, and add to the pressure cooker/Instant Pot. | 3) Place the chicken on top of the rice. Add the scallion, garlic and ginger along with 4 cups of water (or 2 cups of chicken stock and 2 cups water). | 4) Close the lid tightly. Press the “poultry” function, and using the “-” button, decrease the time to 25 (if close to 4 pounds) minutes. When finished, the Instant Pot will automatically turn to the “Keep Warm” mode. Leave the pressure cooker alone for about 10 to 15 minutes before opening the lid. | 5) Remove the chicken. You can turn the instant pot back on for an additional 5 minutes if you want thicker nurungji. Let it sit for about 10 minutes before scraping off the nurungji. Remove ginger and scallion. You can remove the garlic cloves as well, if desired.",https://www.koreanbapsang.com/wp-content/uploads/2017/09/DSC_1871-150x150-1.jpg,Main Course,Korean,,,5.0,21.0,21
