title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories,rating_value,rating_count,comment_count,review_count
Air Fryer Lemongrass Pork Ribs,"Easy Vietnamese pork ribs that are perfect for beginners. They deliver sweet, savory, and sticky flavors every time. Enjoy them with steamed rice or as a tasty appetizer.",https://vickypham.com/blog/airfryer-lemongrass-pork-ribs-fish-sauce/,3m,24m,25m,5 serving(s),"[Ingredients] 2 lbs pork ribs (medium size), 3 tablespoons fish sauce, 2 tablespoons oyster sauce, 2 tablespoons granulated sugar, 1 tablespoon honey, ½ teaspoon ground black pepper, ¼ cup minced lemongrass, 1 tablespoon minced garlic, 1 tablespoons neutral oil","[Instructions] 1) [Make the Sauce] In a small bowl, combine fish sauce, oyster sauce, sugar, honey, black pepper, lemongrass, garlic, and oil. Mix well. If you feel there’s too much sugar, start with a little bit and gradually add to taste if needed. | 2) [Season Pork Ribs] Give the ribs a quick rinse in the sink to remove any slimy residue and drain dry. If you purchased pork ribs as a string of pork riblets, use a knife and cut in between the bones to separate them into individual ribs. Place the pork ribs in a mixing bowl and pour the marinade over the ribs, ensuring they are well-coated. You can air fry right away. | 3) [Air Fry] Arrange the marinated ribs in a single layer in the air fryer basket. All 2 lbs of pork ribs fit snugly in my air fryer. Air fry at 350°F for 12 minutes, flip, and continue cooking for another 12 minutes for a total of 24 minutes or until nicely caramelized to your liking. Enjoy the pork ribs on their own as a tasty appetizer or with steamed rice and vegetables for a complete meal.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/4dbed-2024_07_10eosm509960.jpg?fit=1000%2C1000&ssl=1,side dish,"asian, vietnamese, southeast asian","easy vietnamese pork ribs recipe, air fryer pork ribs, vietnamese ribs in air fryer, sticky pork ribs recipe, savory pork ribs, sweet pork ribs, vietnamese marinade for pork ribs, vietnamese pork ribs recipe, sweet and savory pork ribs, sticky pork ribs, vietnamese air fryer recipe, pork ribs in air fryer, simple vietnamese ribs, vietnamese food blog, air fryer recipes, quick vietnamese recipes, air fryer pork rib recipe, lemongrass pork ribs air fryer, fish sauce, fish sauce pork ribs, lemongrass",,,0,1,1
Air Fryer Miso Soy Garlic Salmon Bites,"A quick air fryer salmon recipe. No marinating needed—just coat the salmon in a savory miso, garlic, honey and soy sauce mix, then air fry. Ready in less than 15 minutes.",https://vickypham.com/blog/airfryer-soy-miso-garlic-salmon-bites/,5m,8m,13m,4 serving(s),"[Ingredients] 1 lb salmon fillet, 1 tablespoon miso paste, 1 tablespoon light soy sauce, 1 tablespoon honey, 1 tablespoon minced garlic (fresh is best), Neutral cooking oil or cooking spray","[Instructions] 1) [Prepare the Salmon] Start by rinsing the salmon with cold water to remove any sliminess. Scrape against the skin to remove any lingering fish scales. If you don’t like the skin, pour boiling water over it and pull it off. Once rinsed, pat the salmon dry with paper towels, then cut into 1-inch cubes and set aside. | 2) [Make the Marinade] In a small bowl, mix miso paste, soy sauce, honey, and garlic. If you like it spicy, add your favorite hot sauce, like Sriracha. Coat the salmon bites with the sauce. No need to wait for marinating. You can air fry immediately. | 3) [Air Fry] Generously spray the inside of the air fryer with cooking spray or grease it with oiled paper towels to prevent sticking. Place the salmon bites in the air fryer basket, skin side up if applicable. Spray the top of the salmon bites with oil until lightly covered. Set your air fryer to 400°F and cook for 8 minutes or until caramelized on the outside. Baste with drippings for a glossy finish (optional). | 4) [Serve and Enjoy] Once cooked, remove the salmon bites from the air fryer. You can enjoy these salmon bites as an appetizer or pair them with rice or noodles. Add your favorite vegetable sides for a complete meal.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/6ac1f-2024_07_06eosm50067.jpg?fit=1000%2C1000&ssl=1,entree,"vietnamese, asian","air fryer salmon recipe, air fryer salmon bites, air fryer miso salmon, air fryer honey garlic salmon, air fryer soy salmon bites, easy air fryer salmon recipe, quick air fryer salmon bites, healthy air fryer salmon recipe, miso garlic soy salmon bites, air fryer seafood recipe, crispy air fryer salmon, simple air fryer salmon recipe, air fryer dinner recipes, homemade salmon bites, air frying salmon tips",,,0,2,2
Lion King Roll (Sushi),"Craving sushi but don't want to spend too much money at a restaurant? Try this easy Lion King Roll at home—California roll with baked salmon and a rich, flavorful house sauce.",https://vickypham.com/blog/chef-vicky-lion-king-roll-sushi/,60m,8m,68m,5 serving(s),"[Ingredients] Sushi rice, 5 nori sheets (have extras in case of tearing), 3 Persian cucumbers, 2 medium avocadoes, 10 imitation crab sticks, 1 lb salmon (skinless), 1/2 cup Kewpie mayo, 1/4 cup Unagi sauce, Sriracha sauce (optional), Masago or tobiko (fish roe), Thinly sliced green onions, Pickled sushi ginger, wasabi, and soy sauce (optional)","[Instructions] 1) [Prepare the Sushi Rice] Cook the sushi rice using my full recipe here. It yields about 4 cups of cooked rice, enough for 5 Lion King Rolls. | 2) [Prepare the Fillings] Cut the cucumber, imitation crab, and avocado into thin strips. Slice the salmon into large sheets if possible, so it drapes over the rolls. | 3) [Make the House Sauce] Combine Kewpie mayo, unagi sauce, and Sriracha chili sauce (optional for a spicy kick). | 4) [Prepare Your Area] Wrap your bamboo mat in plastic wrap to prevent the rice from sticking. Have a large bowl of water nearby to dip your hands. Clap your hands together to remove excess water. This helps keep the rice from sticking to your fingers. Reapply water as needed. | 5) [Roll the Sushi] Place a full sheet of nori, shiny side down, on the bamboo mat. Spread a thin, even layer of sushi rice, covering the sides but leaving the top and bottom inch clear. Arrange the cucumber, imitation crab, and avocado towards the bottom of the nori, then carefully roll it up using the bamboo mat. | 6) [Top with Salmon and House Sauce] Lay the salmon slices on top of the roll. Slice the roll into sections, brush with house sauce, and transfer to a foil-lined sheet, folding up the sides to create a “boat.” Alternatively, place it on a baking tray. | 7) [Repeat] Repeat the process for the remaining rolls, making a total of 5. | 8) [Bake the Rolls] Broil the sushi rolls in the oven at 400°F for about 8 minutes, until the sauce is bubbly and the salmon is lightly cooked. | 9) [Finish and Serve] Top the rolls with masago/tobiko and garnish with thinly sliced green onions. Serve with pickled sushi ginger and wasabi. The roll has plenty of sauce, so extra soy sauce is optional.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/09/2024_09_05EOS-M501337.jpg?fit=2818%2C2818&ssl=1,entree,"asian, japanese","lion king roll, lion king sushi roll, baked sushi roll, california roll with salmon, lion king roll recipe, how to make lion king roll, sushi recipe, salmon sushi roll recipe, sriracha mayo sauce for sushi, sushi rolls with salmon",,,0,21,21
Vegetable Tempura with Sweet Soy Dipping Sauce,Got extra veggies? Turn them into crispy tempura with this easy recipe. This batter recipes makes enough for about 1 lb of cut vegetables.,https://vickypham.com/blog/easy-vegetable-tempura-sweet-soy-dipping-sauce/,5m,15m,20m,3 serving(s),"[Ingredients] Sweet potato, Kabocha squash, Pumpkin, Eggplant, Asparagus, Squash blossoms, Shiso or perilla leaves, Broccoli florets, Zucchini, Okra, Green beans, Neutral oil (I’m using vegetable oil), ½ cup all-purpose flour, ¼ cup corn starch or potato starch, ½ teaspoon baking powder, 1 teaspoon sea salt, ½ cup plus 2 tablespoons ice cold water (see notes), ½ cup bonito soy sauce, ½ cup water, 1 tablespoon sugar (see notes)","[Instructions] 1) [Prepare the vegetables] Wash and pat dry all your vegetables. Cut them into thin slices, about ⅛ to ¼ inch at the thickest. No need to cut green beans if using. | 2) [Make the batter] In a bowl, mix all-purpose flour, corn starch, salt, baking powder, and cold water, adding the water slowly until the batter is a thin but thick enough to coat the vegetable slices. No need to make smooth; a few lumps are fine. | 3) [Deep fry] In a medium pot, heat about 2 inches of oil to 400°F. Fry the vegetables for 2 minutes for thicker pieces and 1 minute for thinner pieces. Flip for even cooking. Once you get a light golden color, remove the vegetables from the oil and transfer to a wire rack to drain off excess oil. | 4) [Make the sauce and serve] In a small pot, heat soy sauce and water until it just starts to boil. Turn off the heat and add sugar gradually, tasting as you go. Serve the tempura vegetables immediately for the best crunch. Dip the fried vegetables into the sauce and enjoy.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/7db97-2024_08_09eosm500607.jpg?fit=2500%2C2500&ssl=1,"side dish, appetizer","asian, japanese","vegetable tempura recipe, tempura dipping sauce, sweet soy dipping sauce, crispy tempura, easy tempura recipe, store-bought tempura mix, bonito soy sauce recipe, how to make tempura, vegetable tempura with dipping sauce, asian food, authentic asian recipes, deep fried, Japanese food, vegetable, vegetarian, vegetarian recipes, fried vegetable, tempura recipe, tempura, vegetable tempura",,,0,0,0
Easy Vietnamese Braised Pork (Thịt Rim Nước Dừa),"Looking for a quick and easy Vietnamese pork recipe that’s a taste of childhood? Try this flavorful and tender braised Vietnamese pork. No marinating or caramelizing needed—just simple, delicious home-cooked goodness.",https://vickypham.com/blog/easy-vietnamese-braised-pork-coconut-juice/,5m,20m,25m,5 serving(s),"[Ingredients] 1½ lbs pork shoulder, 1 shallot (finely diced), 4 garlic cloves (finely diced), 1 green onion (thinly sliced; whites and greens separated), 2 tablespoons fish sauce, 1 teaspoon granulated sugar, ½ teaspoon MSG (optional), ½ teaspoon ground black pepper, 1 12 fl oz can Coco Rico coconut soda, Salt (to taste if needed), Red chilies (optional)","[Instructions] 1) [Prepare pork] Trim off excess fat, but leave some for flavor. Slice the pork shoulder into ½-inch thick large pieces. | 2) [Prepare aromatics] Dice the shallot and garlic finely. Thinly slice the green onion, keeping the whites and greens separate. | 3) [Pan fry] Heat a large skillet over high heat. Add the pork directly into the skillet in a single layer. Pan fry until it starts to brown and caramelize, about 4 minutes per side. | 4) [Toast aromatics] Once you have a layer of rendered pork fat/oil, add the aromatics (shallots, garlic, and whites of green onions) and sauté for a few seconds in the oil until fragrant. | 5) [Braise] Add fish sauce, sugar, ground black pepper, MSG (optional), and coconut soda. Braise, uncovered, on a low simmer until the liquid reduces and thickens to a bubbly glaze, about 20 minutes. Taste and add salt, if needed. | 6) [Finish] Garnish with green parts of the green onion and optional red chilies. Serve with steamed rice and choice of vegetables for a complete meal.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/17639-2024_08_01eosm500444.jpg?fit=2500%2C2500&ssl=1,side dish,"asian, vietnamese","Vietnamese braised pork recipe, Vietnamese braised pork, Vietnamese pork recipe, Vietnamese pork, thit heo rim nuoc dua, braised pork with coconut juice, Vietnamese braised pork with coconut juice, braised pork recipe, asian braised pork recipe, how to make thit rim, how to make thit rim nuoc dua, Asian pork recipe, asian braised pork, simple Asian pork recipe, thịt rim nước dừa, thịt rim, pork recipe for steamed rice, Asian pork recipe for steamed rice, Vietnamese braised coconut pork, Vietnamese braised coconut pork recipe, Vietnamese coconut caramel pork recipe, Vietnamese coconut caramel pork, coconut caramel pork, coconut caramel pork recipe, easy Vietnamese braised pork, thịt rim nước dừa, thịt rim",,,0,1,1
Crispy Salt and Pepper Boneless Pork (Thịt Heo Rang Muối Tiêu),"Crunchy and flavorful, these tender pork bites are marinated in a savory blend of seasonings, deep-fried to golden perfection, and then tossed with fragrant garlic, shallots, and colorful peppers. Perfect as an appetizer or add to rice or noodles for a more filling meal.",https://vickypham.com/blog/salt-pepper-crispy-boneless-pork/,30m,10m,40m,4 serving(s),"[Ingredients] 1 lb pork shoulder, ¼ teaspoon baking soda, ¼ cup water, 1½ teaspoons sea salt, ½ teaspoon ground black pepper, ½ teaspoon ground white pepper, 1 teaspoon chicken bouillon powder, 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon Shaoxing cooking wine, 1 whole egg, ¾ cup corn starch, Vegetable oil for deep frying, 1 tablespoon garlic (thinly sliced), 1 tablespoon shallots (cut into thin wedges), ½ cup diced multicolor jalapeños (spicy) or bell/sweet peppers (non-spicy)","[Instructions] 1) [Prepare the Pork] Rub with a teaspoon salt and rinse with water to remove any odor and drain dry (optional). Trim off any excess fat then slice into bite-sized thin pieces. Place the pork in a bowl. Add baking soda, water, salt, chicken bouillon powder, ground black pepper, ground white pepper, garlic powder, onion powder, and cooking wine. Hold off on the egg and cornstarch for now. Marinate at least 30 minutes or overnight for better flavor. | 2) [Deep Fry the Pork] Fill a wide wok or skillet (at least 10-inches wide) with 2 inches of oil and heat to 375°F. While waiting for the oil to come to temperature, add egg and cornstarch to the pork mixture. Mix until the egg is broken and the pork pieces are well coated with a thick slurry. Quickly and carefully drop the pork pieces one by one into the hot oil. Deep fry in two batches to prevent overcrowding and dropping the temperature. Deep fry for about 3-5 minutes or until golden brown. Transfer the fried pork to a wire rack or a plate lined with paper towels to absorb excess oil. Repeat with the second batch. | 3) [Pan Fry and Add Aromatics] Remove the oil from the wok, leaving about 2 tablespoons (a thin layer). Add minced garlic, shallots, and jalapeños/bell peppers. Sauté until fragrant (about 20 seconds on really high heat to get the wok hei flavor). Add the fried pork back into the wok. Toss quickly until the pork is evenly coated with the garlic and jalapeños/bell peppers. No need to cook further. | 4) [Serve] Transfer the fried pork and all the aromatics to a serving plate and enjoy immediately for the best crunch.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/400cb-2024_07_16eosm500212.jpg?fit=1000%2C1000&ssl=1,"side dish, appetizer","asian, chinese, vietnamese","crispy salt and pepper pork recipe, thịt heo rang muối tiêu, vietnamese pork recipe, boneless pork recipe, easy pork recipes, crispy pork bites, asian pork recipes, how to make crispy pork, vietnamese crispy pork, salt and pepper pork vietnamese, tender pork shoulder recipe, homemade crispy pork, garlic jalapeño pork, quick pork recipes, best pork recipes",,,0,0,0
Dim Sum Shrimp Rice Rolls - No Steamer Recipe,"A simple recipe for a dim sum favorite: shrimp rice rolls. This version doesn’t require a steamer—just a large frying pan or skillet with a lid. Enjoy fresh, delicious, plump shrimp rolls with a sweet soy sauce, made right at home.",https://vickypham.com/blog/shrimp-rice-rolls-no-steamer/,30m,6m,36m,Makes 3 large rice rolls,"[Ingredients] 9 shrimp large (21/25 size or smaller), 1/8 teaspoon baking soda, 1/8 teaspoon sugar, 1/8 teaspoon salt, 1/8 teaspoon msg, Pinch ground white pepper, 1/2 teaspoon sesame oil, 1 teaspoon corn starch, ½ cup rice flour (non-glutinous), 1 tablespoon potato starch, 1 tablespoon wheat starch, 1 tablespoon corn starch, 1 tablespoon neutral or sesame oil, ¼ teaspoon salt, ¼ teaspoon msg, 1 ¼ cups water, 1 tablespoon light soy sauce, 1 tablespoon dark soy sauce, 1 tablespoon granulated sugar, 3 tablespoons water, ¼ teaspoon msg (optional)","[Instructions] 1) [Prepare the Shrimp] Peel and devein the shrimp, if needed. Toss them with baking soda, sugar, salt, msg, ground white pepper, sesame oil and corn starch. Set this aside while you make the batter. It should only take about 10 minutes to tenderize the shrimp. | 2) [Make the Batter. ] In a mixing bowl, combine rice flour, potato starch, wheat starch, corn starch, salt, msg, neutral oil, and water. Whisk until smooth. Let the batter rest for 15 minutes to bloom. | 3) [Make the Rice Noodles] Heat a non-stick skillet (11 inches) over medium low and lightly grease it with neutral oil. Pour about ⅓ cup of batter into the skillet, swirling to create a thin, even layer. Place three marinated shrimp in the middle of the batter. Cover with a lid and steam for 2 minutes until the rice sheet is translucent and cooked through. Fold both sides of the rice sheet in, encasing the shrimp. Lift up the pan and gently slide the shrimp rice roll onto a plate. Repeat with the remaining batter and shrimp. | 4) [Make the sweet and savory soy dipping sauce] Combine everything into a small skillet and heat it on the stove top until it comes to a boil and sugar has melted. Turn off heat. | 5) [Serve] When ready to serve, drizzle the sauce over the shrimp rice rolls—use as much or as little as you like and enjoy.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/09/2024_09_26EOS-M50374-Edit.jpg?fit=3893%2C3893&ssl=1,appetizer,"asian, chinese","dim sum shrimp rolls, rice noodle rolls, Chinese rice rolls, shrimp dim sum, homemade dim sum, how to make dim sum shrimp rolls, rice crepes recipe, shrimp rolls recipe, dim sum recipes, Chinese dim sum rice rolls, Chinese dim sum shrimp rice rolls, Chinese dim sum shrimp rolls",,,0,0,0
Spam Fried Rice with Oyster Sauce (Cơm Chiên Spam Dầu Hào),Perfect for busy weeknights when you want something comforting and easy. Simply seasoned and everything comes together in 15 minutes.,https://vickypham.com/blog/spam-fried-rice/,5m,10m,15m,3 serving(s),"[Ingredients] 2 tablespoon vegetable oil (divided), 2 eggs (beaten), 3 garlic cloves (minced, about 1 tablespoon), 5 ounces Spam (slice into small cubes), 1 cup peas and carrots (frozen), 3 cups day-old cold rice, 2 tablespoons oyster sauce, ¼ teaspoon ground white pepper, 1 teaspoon sesame oil","[Instructions] 1) [Cook eggs] Heat 1 tablespoon of oil in a large wok over medium-high heat, swirling to coat the surface. Pour in the eggs, letting them spread across the oiled surface. Use a spatula to push the cooked edges toward the center, allowing any uncooked egg to fill the empty spaces. Once the eggs are set but still slightly wet on top, chop them into bite-sized pieces with the spatula. Transfer to a bowl and set aside. | 2) [Cook Spam] In the same wok, heat the remaining 1 tablespoon of oil. Add the Spam cubes and cook over high heat, tossing until crispy and golden brown on all sides, about 3 minutes. Add the garlic and toss with the Spam until fragrant, about 15 seconds. | 3) [Add the frozen peas and carrots,] cooking until they’re no longer frozen, about 1 minute. | 4) [Add rice] and toss it with the other ingredients. If the rice is clumped, gently break it apart by gently stamping it with the bottom of a large ladle. Gently fold in the eggs and toss everything together. | 5) [Season] with oyster sauce, white pepper, and sesame oil. Cook on high heat, stirring and tossing constantly, for about 5 minutes to develop wok hei, the smoky flavor that comes from cooking over high heat.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/6ad22-eos-m50_4498.jpg?fit=2500%2C2500&ssl=1,entree,asian,"spam fried rice, spam fried rice recipe, easy fried rice, cơm chiên spam, com chien spam, cơm chiên, com chien, Vietnamese fried rice, cơm chiên việt nam, com chien vietnam, spam rice, spam cơm chiên, spam com chien, simple fried rice, Vietnamese comfort food, easy dinner recipes, spam recipes, spam rice dish, cơm chiên ngon, com chien ngon, homemade fried rice, leftover rice recipes",,,0,2,2
Vietnamese Crab and Tomato Noodle Soup with Pork (Bun Rieu),"Enjoy one of Vietnam's favorite noodle soups with our family recipe. It's packed with umami flavor, tasty toppings, and slurp-worthy noodles. Got tomatoes to use up? This is the recipe for you.",https://vickypham.com/blog/vietnamese-crab-noodle-soup-bun-rieu/,20m,60m,80m,8 serving(s),"[Ingredients] 3 lbs pork spare ribs or pork neck bones (cut into bite-sized pieces), 5 quarts water, 1 cup dried salted shrimp (soak in hot water to soften for 10 minutes), 2 tablespoons vegetable oil, 1 tablespoon minced shallot, 1 tablespoon minced garlic, 14 oz minced crab in spices, 8 oz ground pork, 4 beaten eggs, 2 tablespoons vegetable oil, 1 tablespoon minced garlic, 1 tablespoon minced shallot, 5 large ripe tomatoes (cut into wedges), 4 teaspoons sea salt, 2 tablespoons chicken or mushroom bouillon powder (optional), 1 teaspoon MSG (optional), ¼ cup ketchup, ⅓ cup shrimp paste (mắm ruốc), 2 lbs medium dried rice noodles (cook per package instructions), ½ lb fried tofu cubes, Pork blood cake, Water spinach stems (split stems into thin strips), Lettuce or cabbage (thinly sliced), Bean sprouts, Limes (cut into wedges), Green onions (thinly sliced for garnish)",[Instructions] 1) [Pork Stock] | 2) [Crab and Pork Meatballs/Crab Cakes] | 3) [Tomatoes] | 4) [Season the Stock and Add Tofu] | 5) [Assembly],https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/33fdc-2024_08_22eosm500835.jpg?fit=2500%2C2500&ssl=1,entree,"vietnamese, asian","vietnamese crab noodle soup,vietnamese pork and tomato noodle soup, vietnamese tomato noodle soup, bun rieu, bun rieu cua, bún riêu cua, bun rieu recipe, how to make bun rieu, vietnamese noodle soup recipe, easy bun rieu, authentic vietnamese noodle soup, vietnamese food, vietnamese recipes, authentic bun rieu recipe, the best bun rieu, vietnamese pork and crab noodle soup, how to make bún riêu",,5.0,2,27,29
Vietnamese Tamarind Catfish Soup (Canh Chua Ca),"A classic of Vietnamese home cooking, this tangy tamarind catfish soup is packed with colorful vegetables and full of vibrant flavors—savory, sweet, and with an optional spicy kick from added chili peppers.",https://vickypham.com/blog/vietnamese-tamarind-catfish-soup-canh-chua-ca/,5m,15m,20m,4 serving(s),"[Ingredients] 4 cups water, 20 grams tamarind pulp, 3 tablespoons vegetable oil, 5 large garlic cloves (peel and finely mince), ½ teaspoon salt, 1 lb catfish steaks (1-inch thickness), ½ cup sliced pineapples, 2 teaspoons fish sauce, 2½ tablespoons granulated sugar, 1 tablespoon chicken bouillon powder or mushroom seasoning powder, 2 cups okra (sliced at a diagonal) and/or elephant ear stems (peeled and sliced at a diagonal), 2 large tomatoes (about ½ lb, slice into thick wedges), 1 cup bean sprouts, ¼ cup finely chopped herbs (Thai basil leaves, rice paddy herbs or culantro), Red Thai chili peppers (optional, cut at a diagonal into thin slices)","[Instructions] 1) [Heat water and prepare the tamarind pulp] Add water (4 cups) to a medium pot and bring it to a boil. While waiting for the water to boil, soak the tamarind pulp in hot water. Pass it through a fine-mesh sieve to get a smooth paste. Make sure to scrap the bottom of the sieve to get the paste that’s sticking on the underside. Set aside. | 2) [Prepare fried garlic and pan-fry fish and pineapples] Season fish steaks with salt then set aside. To a medium skillet or pan, add oil and freshly minced garlic. Pan fry until it turns a light golden brown color. Remove the fried garlic and leave the aromatic oil in the pan. Add the fish steaks and pan fry in the aromatic oil to build an extra layer of flavor. It doesn’t need to be cooked all the way through. Set the fish aside. Add the pineapples and pan fry those at well. A quick sear on high heat intensifies the pineapple’s flavor. Set pineapples aside. | 3) [Build the soup] When the pot comes to a boil, add the fish, pineapples, and tamarind pulp. Let it cook together for 10 minutes to get the flavors to meld together. | 4) [Season the soup] Season the soup with fish sauce, sugar, and chicken bouillon powder/mushroom seasoning powder. Adjust the taste to your preference. | 5) [Add the vegetables] Start with the bulkier ones like okra/elephant ear stems and tomatoes. Cook for 3 minutes. Add lighter vegetables next, such as bean sprouts. Cook for 1 or 2 minutes. | 6) [Garnish and serve] Turn off the heat. Ladle canh chua into a serving bowl and garnish with finely sliced rice paddy herb, then top with fried garlic and sliced chili peppers if you like it spicy. Serve with steamed rice. You can also serve fish sauce, straight from the bottle, with thinly sliced chili peppers on the side for dipping the fish.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/09/2024_08_27EOS-M501066.jpg?fit=3027%2C3027&ssl=1,side dish,"asian, vietnamese","Vietnamese Tamarind Catfish Soup, Canh Chua Cá, sour fish soup, Vietnamese fish soup, tamarind soup recipe, traditional Vietnamese soup, how to make Canh Chua Cá, Vietnamese home cooking, spicy tamarind fish soup, colorful vegetable soup, easy Vietnamese recipes, authentic Vietnamese dishes, Canh Chua Cá recipe, Vietnamese soup with chili peppers, tamarind catfish recipe, classic Vietnamese soup",,5.0,1,2,3
Homemade Kho Sauce Recipe for Authentic Vietnamese Braised Dishes (Nuoc Sot Kho),A thin brown sauce ready for use with traditional Vietnamese fish-sauce-braised dishes. Simply add your protein and braise until protein has cooked through and sauce has thickened to your liking.,https://vickypham.com/blog/homemade-kho-sauce-for-vietnamese-braised-dishes/,2m,6m,8m,1½ cups,"[Ingredients] 4 tablespoons fish sauce, ¼ teaspoon salt, 2 tablespoons sugar, 1 tablespoon chicken or mushroom bouillon powder, 2 teaspoons garlic powder, 2 teaspoons onion powder, 1 teaspoon ground black pepper, 1 cup Coco Rico coconut soda, 1 tablespoon vegetable oil, 2 tablespoons sugar","[Instructions] 1) [Mix together] fish sauce, salt, sugar, bouillon powder, garlic powder, onion powder, ground black pepper, and coconut soda. | 2) [Caramelize Sugar] Heat oil and sugar in a small nonstick skillet until the sugar breaks down and turns dark amber (approximately 4 minutes with foaming bubbles). Once color is achieved, turn off heat and remove the skillet from the stove so that the sugar doesn’t get any darker. | 3) [Pour] in the sauce slowly as it might splatter. Stir until combined. Return the skillet back to the stove and bring it to a boil. Cook for about 2 minutes then turn off heat. | 4) [Usage Instructions] Pour sauce over your protein. I like to start by adding sauce halfway covering the protein. If you want a deeper flavor, you can add extra sauce later in the cooking process, or dilute it with some water for a lighter taste. Keep braising on medium-low heat until the protein is tender and/or the sauce has thickened to your liking.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/d732b-2024_03_28eosm59817.jpg?fit=2500%2C2500&ssl=1,"prep, condiment","asian, vietnamese","fish sauce, fish sauce recipe for Vietnamese braised dishes, Vietnamese kho sauce, Vietnamese ready to eat kho sauce, Vietnamese brown sauce, Vietnamese brown sauce with fish sauce, Vietnamese braised dishes, nước sốt kho thịt, nuoc sot kho thit, nuoc sot kho, nước sốt kho, homemade Vietnamese kho marinade, đồ án kho, sugar, bouillon powder, onion powder, garlic powder, ground black pepper, coco rico coconut soda, coconut juice, coconut water, Vietnamese cooking, caramelizing sugar, how to color meat, how to make nuoc mau in Vietnamese cooking, how to make nuoc mau, how to caramelize sugar for Vietnamese dishes, nuoc mau",,,0,0,0
Korean Pickled White Daikon Radish Slices (Ssam Mu),"Easy to make, requiring just a few ingredients, and adding a refreshing crunch, Ssam Mu is exactly what you need as a simple, tangy side dish for Korean BBQ.",https://vickypham.com/blog/korean-pickled-white-daikon-radish-slices-ssam-mu/,95m,5m,100m,4 serving(s),"[Ingredients] 1 medium daikon radish, ½ cup water, 1 tablespoon sea salt, ½ cup granulated white sugar, ½ cup distilled white vinegar","[Instructions] 1) [Prepare the Radish. ] Peel the daikon radish and thinly slice it into circular slices using a mandoline slicer, food processor with a slicing attachment, or a sharp knife. Mix the daikon slices with salt and let them sit for 30 minutes. This helps to draw out excess moisture. Squeeze out the excess water from the radish slices, but do not rinse them. Place the radish slices in a clean jar or container. | 2) [Make the Pickling Solution. ] In a small pot or saucepan, combine water, vinegar, and sugar. Bring the mixture to a boil, stirring until the sugar is fully dissolved. Then, turn off the heat. Set aside to cool to room temperature. | 3) [Pour Brine and Refrigerate: ] Pour the pickling solution over the radish slices, ensuring they are fully submerged. Seal the container. Let the radish pickle in the refrigerator for at least 1 hour. For best results, let it sit overnight. The longer it pickles, the better the flavor.",https://i0.wp.com/vickypham.com/wp-content/uploads/2024/08/0cdc1-2024_05_22eosm59881.jpg?fit=2500%2C2500&ssl=1,side dish,"asian, korean","korean pickled daikon, korean pickled daikon slices, ssam mu recipe, korean side dish, how to make ssam mu, easy korean pickles, pickled daikon recipe, homemade korean pickles, korean bbq side dishes, daikon radish recipes, korean food recipes, how to make korean pickled daikon slices, ssam mu",,,0,0,0
